fy|changwad_area_name|min_name|agc_name|plan_name|output_name|objc|budget
66|จังหวัดเพชรบูรณ์|กระทรวงวัฒนธรรม|กรมศิลปากร|แผนงานพื้นฐานด้านการพัฒนาและเสริมสร้างศักยภาพทรัพยากรมนุษย์|ผลผลิต : แหล่งเรียนรู้ และแหล่งศิลปวัฒนธรรมได้รับการพัฒนา|งบลงทุน|533000
66|จังหวัดเพชรบูรณ์|กระทรวงศึกษาธิการ|สํานักงานปลัดกระทรวงศึกษาธิการ|แผนงานยุทธศาสตร์พัฒนาศักยภาพคนตลอดช่วงชีวิต|โครงการ : โครงการพัฒนาคนตลอดช่วงวัย|งบอุดหนุน|71168400
66|จังหวัดเพชรบูรณ์|กระทรวงศึกษาธิการ|สํานักงานปลัดกระทรวงศึกษาธิการ|แผนงานพื้นฐานด้านการพัฒนาและเสริมสร้างศักยภาพทรัพยากรมนุษย์|ผลผลิต : ผู้รับบริการการศึกษานอกระบบ|งบลงทุน|730000
66|จังหวัดเพชรบูรณ์|กระทรวงศึกษาธิการ|สํานักงานปลัดกระทรวงศึกษาธิการ|แผนงานพื้นฐานด้านการพัฒนาและเสริมสร้างศักยภาพทรัพยากรมนุษย์|ผลผลิต : ผู้รับบริการการศึกษาตามอัธยาศัย|งบลงทุน|446000
66|จังหวัดเพชรบูรณ์|กระทรวงศึกษาธิการ|สํานักงานปลัดกระทรวงศึกษาธิการ|แผนงานพื้นฐานด้านการพัฒนาและเสริมสร้างศักยภาพทรัพยากรมนุษย์|ผลผลิต : ผู้รับบริการการศึกษาตามอัธยาศัย|งบลงทุน|29900
66|จังหวัดเพชรบูรณ์|กระทรวงศึกษาธิการ|สํานักงานปลัดกระทรวงศึกษาธิการ|แผนงานพื้นฐานด้านการพัฒนาและเสริมสร้างศักยภาพทรัพยากรมนุษย์|ผลผลิต : นักเรียนโรงเรียนเอกชนที่ได้รับการอุดหนุน|งบอุดหนุน|1641600
66|จังหวัดเพชรบูรณ์|กระทรวงศึกษาธิการ|สํานักงานปลัดกระทรวงศึกษาธิการ|แผนงานยุทธศาสตร์สร้างความเสมอภาคทางการศึกษา|โครงการ : โครงการสนับสนุนค่าใช้จ่ายในการจัดการศึกษาตั้งแต่ระดับอนุบาลจนจบการศึกษาขั้นพื้นฐาน|งบอุดหนุน|278487300
66|จังหวัดเพชรบูรณ์|กระทรวงศึกษาธิการ|สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน|แผนงานยุทธศาสตร์พัฒนาคุณภาพการศึกษาและการเรียนรู้|โครงการ : โครงการโรงเรียนคุณภาพประจำตำบล|งบลงทุน|87076300
66|จังหวัดเพชรบูรณ์|กระทรวงศึกษาธิการ|สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน|แผนงานยุทธศาสตร์พัฒนาคุณภาพการศึกษาและการเรียนรู้|โครงการ : โครงการโรงเรียนคุณภาพประจำตำบล|งบลงทุน|6110700
66|จังหวัดเพชรบูรณ์|กระทรวงศึกษาธิการ|สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน|แผนงานพื้นฐานด้านการพัฒนาและเสริมสร้างศักยภาพทรัพยากรมนุษย์|ผลผลิต : ผู้จบการศึกษาก่อนประถมศึกษา|งบลงทุน|675700
66|จังหวัดเพชรบูรณ์|กระทรวงศึกษาธิการ|สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน|แผนงานพื้นฐานด้านการพัฒนาและเสริมสร้างศักยภาพทรัพยากรมนุษย์|ผลผลิต : ผู้จบการศึกษาภาคบังคับ|งบลงทุน|56161600
66|จังหวัดเพชรบูรณ์|กระทรวงศึกษาธิการ|สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน|แผนงานพื้นฐานด้านการพัฒนาและเสริมสร้างศักยภาพทรัพยากรมนุษย์|ผลผลิต : ผู้จบการศึกษาภาคบังคับ|งบลงทุน|13567600
66|จังหวัดเพชรบูรณ์|กระทรวงศึกษาธิการ|สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน|แผนงานพื้นฐานด้านการพัฒนาและเสริมสร้างศักยภาพทรัพยากรมนุษย์|ผลผลิต : ผู้จบการศึกษามัธยมศึกษาตอนปลาย|งบลงทุน|4999700
66|จังหวัดเพชรบูรณ์|กระทรวงศึกษาธิการ|สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน|แผนงานพื้นฐานด้านการพัฒนาและเสริมสร้างศักยภาพทรัพยากรมนุษย์|ผลผลิต : ผู้จบการศึกษามัธยมศึกษาตอนปลาย|งบลงทุน|721900
66|จังหวัดเพชรบูรณ์|กระทรวงศึกษาธิการ|สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน|แผนงานพื้นฐานด้านการพัฒนาและเสริมสร้างศักยภาพทรัพยากรมนุษย์|ผลผลิต : เด็กพิการได้รับการศึกษาขั้นพื้นฐานและการพัฒนาสมรรถภาพ|งบลงทุน|1151000
66|จังหวัดเพชรบูรณ์|กระทรวงศึกษาธิการ|สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน|แผนงานพื้นฐานด้านการพัฒนาและเสริมสร้างศักยภาพทรัพยากรมนุษย์|ผลผลิต : เด็กพิการได้รับการศึกษาขั้นพื้นฐานและการพัฒนาสมรรถภาพ|งบลงทุน|9848300
66|จังหวัดเพชรบูรณ์|กระทรวงศึกษาธิการ|สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน|แผนงานพื้นฐานด้านการพัฒนาและเสริมสร้างศักยภาพทรัพยากรมนุษย์|ผลผลิต : เด็กพิการได้รับการศึกษาขั้นพื้นฐานและการพัฒนาสมรรถภาพ|งบอุดหนุน|2560000
66|จังหวัดเพชรบูรณ์|กระทรวงศึกษาธิการ|สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน|แผนงานพื้นฐานด้านการพัฒนาและเสริมสร้างศักยภาพทรัพยากรมนุษย์|ผลผลิต : เด็กด้อยโอกาสได้รับการศึกษาขั้นพื้นฐาน|งบลงทุน|15884400
66|จังหวัดเพชรบูรณ์|กระทรวงศึกษาธิการ|สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน|แผนงานพื้นฐานด้านการพัฒนาและเสริมสร้างศักยภาพทรัพยากรมนุษย์|ผลผลิต : เด็กด้อยโอกาสได้รับการศึกษาขั้นพื้นฐาน|งบลงทุน|785400
66|จังหวัดเพชรบูรณ์|กระทรวงศึกษาธิการ|สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน|แผนงานพื้นฐานด้านการพัฒนาและเสริมสร้างศักยภาพทรัพยากรมนุษย์|ผลผลิต : เด็กผู้มีความสามารถพิเศษได้รับการพัฒนาศักยภาพ|งบลงทุน|500000
66|จังหวัดเพชรบูรณ์|กระทรวงศึกษาธิการ|สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน|แผนงานพื้นฐานด้านการพัฒนาและเสริมสร้างศักยภาพทรัพยากรมนุษย์|ผลผลิต : เด็กผู้มีความสามารถพิเศษได้รับการพัฒนาศักยภาพ|งบลงทุน|1358000
66|จังหวัดเพชรบูรณ์|กระทรวงศึกษาธิการ|สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน|แผนงานยุทธศาสตร์สร้างความเสมอภาคทางการศึกษา|โครงการ : โครงการสนับสนุนค่าใช้จ่ายในการจัดการศึกษาตั้งแต่ระดับอนุบาลจนจบการศึกษาขั้นพื้นฐาน|งบอุดหนุน|519138000
66|จังหวัดเพชรบูรณ์|กระทรวงศึกษาธิการ|สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน|แผนงานยุทธศาสตร์สร้างความเสมอภาคทางการศึกษา|โครงการ : โครงการพัฒนาสื่อและเทคโนโลยีสารสนเทศเพื่อการศึกษา|งบลงทุน|2745500
66|จังหวัดเพชรบูรณ์|กระทรวงศึกษาธิการ|สำนักงานคณะกรรมการการอาชีวศึกษา|แผนงานพื้นฐานด้านการพัฒนาและเสริมสร้างศักยภาพทรัพยากรมนุษย์|ผลผลิต : ผู้สำเร็จการศึกษาระดับประกาศนียบัตรวิชาชีพ|งบลงทุน|5000000
66|จังหวัดเพชรบูรณ์|กระทรวงศึกษาธิการ|สำนักงานคณะกรรมการการอาชีวศึกษา|แผนงานพื้นฐานด้านการพัฒนาและเสริมสร้างศักยภาพทรัพยากรมนุษย์|ผลผลิต : ผู้สำเร็จการศึกษาระดับประกาศนียบัตรวิชาชีพ|งบลงทุน|36028000
66|จังหวัดเพชรบูรณ์|กระทรวงศึกษาธิการ|สำนักงานคณะกรรมการการอาชีวศึกษา|แผนงานพื้นฐานด้านการพัฒนาและเสริมสร้างศักยภาพทรัพยากรมนุษย์|ผลผลิต : ผู้สำเร็จการศึกษาระดับประกาศนียบัตรวิชาชีพชั้นสูง|งบลงทุน|21771000
66|จังหวัดเพชรบูรณ์|กระทรวงศึกษาธิการ|สำนักงานคณะกรรมการการอาชีวศึกษา|แผนงานพื้นฐานด้านการพัฒนาและเสริมสร้างศักยภาพทรัพยากรมนุษย์|ผลผลิต : ผู้สำเร็จการศึกษาระดับประกาศนียบัตรวิชาชีพชั้นสูง|งบลงทุน|3000000
66|จังหวัดเพชรบูรณ์|กระทรวงศึกษาธิการ|สำนักงานคณะกรรมการการอาชีวศึกษา|แผนงานยุทธศาสตร์สร้างความเสมอภาคทางการศึกษา|โครงการ : โครงการสนับสนุนค่าใช้จ่ายในการจัดการศึกษาตั้งแต่ระดับอนุบาลจนจบการศึกษาขั้นพื้นฐาน|งบอุดหนุน|107523100
66|จังหวัดเพชรบูรณ์|กระทรวงสาธารณสุข|สำนักงานปลัดกระทรวงสาธารณสุข|แผนงานยุทธศาสตร์เสริมสร้างให้คนมีสุขภาวะที่ดี|โครงการ : โครงการพัฒนาระบบการแพทย์ปฐมภูมิ และเครือข่ายระบบสุขภาพระดับอำเภอ|งบลงทุน|3240000
66|จังหวัดเพชรบูรณ์|กระทรวงสาธารณสุข|สำนักงานปลัดกระทรวงสาธารณสุข|แผนงานยุทธศาสตร์เสริมสร้างให้คนมีสุขภาวะที่ดี|โครงการ : โครงการพระราชดำริและเฉลิมพระเกียรติ|งบลงทุน|4813000
66|จังหวัดเพชรบูรณ์|กระทรวงสาธารณสุข|สำนักงานปลัดกระทรวงสาธารณสุข|แผนงานยุทธศาสตร์เสริมสร้างให้คนมีสุขภาวะที่ดี|โครงการ : โครงการพัฒนาระบบบริการสุขภาพ|งบลงทุน|229140200
66|จังหวัดเพชรบูรณ์|กระทรวงสาธารณสุข|สำนักงานปลัดกระทรวงสาธารณสุข|แผนงานยุทธศาสตร์เสริมสร้างให้คนมีสุขภาวะที่ดี|โครงการ : โครงการพัฒนาระบบบริการสุขภาพ|งบลงทุน|38529000
66|จังหวัดเพชรบูรณ์|กระทรวงสาธารณสุข|สำนักงานปลัดกระทรวงสาธารณสุข|แผนงานพื้นฐานด้านการพัฒนาและเสริมสร้างศักยภาพทรัพยากรมนุษย์|ผลผลิต : นโยบาย ยุทธศาสตร์ ระบบบริหารจัดการด้านสุขภาพที่มีคุณภาพและประสิทธิภาพ|งบลงทุน|850000
66|จังหวัดเพชรบูรณ์|กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม|มหาวิทยาลัยราชภัฏเพชรบูรณ์|แผนงานบุคลากรภาครัฐ|ผลผลิต : รายการค่าใช้จ่ายบุคลากรภาครัฐ ยกระดับคุณภาพการศึกษาและการเรียนรู้ตลอดชีวิต|งบบุคลากร|38364100
66|จังหวัดเพชรบูรณ์|กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม|มหาวิทยาลัยราชภัฏเพชรบูรณ์|แผนงานบุคลากรภาครัฐ|ผลผลิต : รายการค่าใช้จ่ายบุคลากรภาครัฐ ยกระดับคุณภาพการศึกษาและการเรียนรู้ตลอดชีวิต|งบบุคลากร|3882000
66|จังหวัดเพชรบูรณ์|กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม|มหาวิทยาลัยราชภัฏเพชรบูรณ์|แผนงานบุคลากรภาครัฐ|ผลผลิต : รายการค่าใช้จ่ายบุคลากรภาครัฐ ยกระดับคุณภาพการศึกษาและการเรียนรู้ตลอดชีวิต|งบดำเนินงาน|8061600
66|จังหวัดเพชรบูรณ์|กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม|มหาวิทยาลัยราชภัฏเพชรบูรณ์|แผนงานบุคลากรภาครัฐ|ผลผลิต : รายการค่าใช้จ่ายบุคลากรภาครัฐ ยกระดับคุณภาพการศึกษาและการเรียนรู้ตลอดชีวิต|งบดำเนินงาน|286300
66|จังหวัดเพชรบูรณ์|กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม|มหาวิทยาลัยราชภัฏเพชรบูรณ์|แผนงานบุคลากรภาครัฐ|ผลผลิต : รายการค่าใช้จ่ายบุคลากรภาครัฐ ยกระดับคุณภาพการศึกษาและการเรียนรู้ตลอดชีวิต|งบบุคลากร|6859000
66|จังหวัดเพชรบูรณ์|กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม|มหาวิทยาลัยราชภัฏเพชรบูรณ์|แผนงานบุคลากรภาครัฐ|ผลผลิต : รายการค่าใช้จ่ายบุคลากรภาครัฐ ยกระดับคุณภาพการศึกษาและการเรียนรู้ตลอดชีวิต|งบอุดหนุน|205961800
66|จังหวัดเพชรบูรณ์|กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม|มหาวิทยาลัยราชภัฏเพชรบูรณ์|แผนงานบุคลากรภาครัฐ|ผลผลิต : รายการค่าใช้จ่ายบุคลากรภาครัฐ ยกระดับคุณภาพการศึกษาและการเรียนรู้ตลอดชีวิต|งบบุคลากร|876700
66|จังหวัดเพชรบูรณ์|กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม|มหาวิทยาลัยราชภัฏเพชรบูรณ์|แผนงานยุทธศาสตร์พัฒนาศักยภาพคนตลอดช่วงชีวิต|ผลผลิต : ผู้สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี|งบลงทุน|17000000
66|จังหวัดเพชรบูรณ์|กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม|มหาวิทยาลัยราชภัฏเพชรบูรณ์|แผนงานยุทธศาสตร์พัฒนาศักยภาพคนตลอดช่วงชีวิต|ผลผลิต : ผู้สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี|งบอุดหนุน|4664600
66|จังหวัดเพชรบูรณ์|กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม|มหาวิทยาลัยราชภัฏเพชรบูรณ์|แผนงานยุทธศาสตร์พัฒนาศักยภาพคนตลอดช่วงชีวิต|ผลผลิต : ผู้สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี|งบลงทุน|30961600
66|จังหวัดเพชรบูรณ์|กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม|มหาวิทยาลัยราชภัฏเพชรบูรณ์|แผนงานยุทธศาสตร์พัฒนาศักยภาพคนตลอดช่วงชีวิต|ผลผลิต : ผู้สำเร็จการศึกษาด้านสังคมศาสตร์|งบลงทุน|12500000
66|จังหวัดเพชรบูรณ์|กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม|มหาวิทยาลัยราชภัฏเพชรบูรณ์|แผนงานยุทธศาสตร์พัฒนาศักยภาพคนตลอดช่วงชีวิต|ผลผลิต : ผู้สำเร็จการศึกษาด้านสังคมศาสตร์|งบลงทุน|4764400
66|จังหวัดเพชรบูรณ์|กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม|มหาวิทยาลัยราชภัฏเพชรบูรณ์|แผนงานยุทธศาสตร์พัฒนาศักยภาพคนตลอดช่วงชีวิต|ผลผลิต : ผู้สำเร็จการศึกษาด้านสังคมศาสตร์|งบอุดหนุน|6707500
66|จังหวัดเพชรบูรณ์|กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม|มหาวิทยาลัยราชภัฏเพชรบูรณ์|แผนงานยุทธศาสตร์เสริมสร้างพลังทางสังคม|โครงการ : โครงการยุทธศาสตร์มหาวิทยาลัยราชภัฏเพื่อการพัฒนาท้องถิ่น|งบอุดหนุน|34531000
66|จังหวัดเพชรบูรณ์|กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม|มหาวิทยาลัยเกษตรศาสตร์|แผนงานยุทธศาสตร์พัฒนาศักยภาพคนตลอดช่วงชีวิต|ผลผลิต : ผู้สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี|งบอุดหนุน|9724000
66|จังหวัดเพชรบูรณ์|กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม|มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย|แผนงานยุทธศาสตร์พัฒนาศักยภาพคนตลอดช่วงชีวิต|ผลผลิต : ผู้สำเร็จการศึกษาด้านสังคมศาสตร์|งบอุดหนุน|1827200
66|จังหวัดเพชรบูรณ์|ส่วนราชการไม่สังกัดสำนักนายกรัฐมนตรี กระทรวง หรือทบวง และหน่วยงานภายใต้การควบคุมดูแลของนายกรัฐมนตรี|สำนักงานพระพุทธศาสนาแห่งชาติ|แผนงานพื้นฐานด้านการพัฒนาและเสริมสร้างศักยภาพทรัพยากรมนุษย์|ผลผลิต : พระพุทธศาสนาได้รับการทำนุบำรุงส่งเสริม|งบอุดหนุน|15394000
66|จังหวัดเพชรบูรณ์|ส่วนราชการไม่สังกัดสำนักนายกรัฐมนตรี กระทรวง หรือทบวง และหน่วยงานภายใต้การควบคุมดูแลของนายกรัฐมนตรี|สำนักงานพระพุทธศาสนาแห่งชาติ|แผนงานพื้นฐานด้านการพัฒนาและเสริมสร้างศักยภาพทรัพยากรมนุษย์|ผลผลิต : ผู้ได้รับการศึกษาพระปริยัติธรรม|งบอุดหนุน|655000
66|จังหวัดเพชรบูรณ์|ส่วนราชการไม่สังกัดสำนักนายกรัฐมนตรี กระทรวง หรือทบวง และหน่วยงานภายใต้การควบคุมดูแลของนายกรัฐมนตรี|สำนักงานตำรวจแห่งชาติ|แผนงานยุทธศาสตร์พัฒนาบริการประชาชนและการพัฒนาประสิทธิภาพภาครัฐ|โครงการ : โครงการปฏิรูประบบงานตำรวจ|งบลงทุน|21575000
66|จังหวัดเพชรบูรณ์|หน่วยงานขององค์กรอิสระและองค์กรอัยการ|สำนักงานคณะกรรมการป้องกันและปราบปรามการทุจริตแห่งชาติ|แผนงานพื้นฐานด้านการปรับสมดุลและพัฒนาระบบการบริหารจัดการภาครัฐ|ผลผลิต : การดำเนินการด้านป้องกัน ปราบปรามการทุจริต|งบอุดหนุน|6392400
66|จังหวัดเพชรบูรณ์|รัฐวิสาหกิจ|องค์การอุตสาหกรรมป่าไม้|แผนงานยุทธศาสตร์สร้างการเติบโตอย่างยั่งยืน อนุรักษ์ ฟื้นฟู และป้องกันการทำลายทรัพยากรธรรมชาติ|โครงการ : โครงการส่งเสริมปลูกไม้เศรษฐกิจเพื่อเศรษฐกิจ สังคม และสิ่งแวดล้อม อย่างยั่งยืน|งบอุดหนุน|76000
66|จังหวัดเพชรบูรณ์|รัฐวิสาหกิจ|การประปาส่วนภูมิภาค|แผนงานบูรณาการบริหารจัดการทรัพยากรน้ำ|โครงการ : โครงการพัฒนาเพิ่มประสิทธิภาพระบบประปาเมืองและพื้นที่เศรษฐกิจ|งบลงทุน|18030000
66|จังหวัดเพชรบูรณ์|รัฐวิสาหกิจ|การเคหะแห่งชาติ|แผนงานยุทธศาสตร์มาตรการแบบเจาะจงกลุ่มเป้าหมายเพื่อแก้ปัญหาเฉพาะกลุ่ม|โครงการ : โครงการพัฒนาที่อยู่อาศัย|งบอุดหนุน|1960000
66|จังหวัดเพชรบูรณ์|จังหวัดและกลุ่มจังหวัด|กลุ่มจังหวัดภาคเหนือตอนล่าง 1|แผนงานยุทธศาสตร์ส่งเสริมการพัฒนาจังหวัดและกลุ่มจังหวัดแบบบูรณาการ|โครงการ : โครงการพัฒนาด้านเศรษฐกิจ|งบลงทุน|50000000
66|จังหวัดเพชรบูรณ์|จังหวัดและกลุ่มจังหวัด|จังหวัดเพชรบูรณ์|แผนงานยุทธศาสตร์ส่งเสริมการพัฒนาจังหวัดและกลุ่มจังหวัดแบบบูรณาการ|โครงการ : โครงการพัฒนาด้านเกษตร|งบลงทุน|340000
66|จังหวัดเพชรบูรณ์|จังหวัดและกลุ่มจังหวัด|จังหวัดเพชรบูรณ์|แผนงานยุทธศาสตร์ส่งเสริมการพัฒนาจังหวัดและกลุ่มจังหวัดแบบบูรณาการ|โครงการ : โครงการพัฒนาด้านเกษตร|งบดำเนินงาน|3414500
66|จังหวัดเพชรบูรณ์|จังหวัดและกลุ่มจังหวัด|จังหวัดเพชรบูรณ์|แผนงานยุทธศาสตร์ส่งเสริมการพัฒนาจังหวัดและกลุ่มจังหวัดแบบบูรณาการ|โครงการ : โครงการพัฒนาด้านเกษตร|งบลงทุน|1662400
66|จังหวัดเพชรบูรณ์|จังหวัดและกลุ่มจังหวัด|จังหวัดเพชรบูรณ์|แผนงานยุทธศาสตร์ส่งเสริมการพัฒนาจังหวัดและกลุ่มจังหวัดแบบบูรณาการ|โครงการ : โครงการพัฒนาด้านการท่องเที่ยวและบริการ|งบดำเนินงาน|7088600
66|จังหวัดเพชรบูรณ์|จังหวัดและกลุ่มจังหวัด|จังหวัดเพชรบูรณ์|แผนงานยุทธศาสตร์ส่งเสริมการพัฒนาจังหวัดและกลุ่มจังหวัดแบบบูรณาการ|โครงการ : โครงการพัฒนาด้านการท่องเที่ยวและบริการ|งบลงทุน|130000000
66|จังหวัดเพชรบูรณ์|จังหวัดและกลุ่มจังหวัด|จังหวัดเพชรบูรณ์|แผนงานยุทธศาสตร์ส่งเสริมการพัฒนาจังหวัดและกลุ่มจังหวัดแบบบูรณาการ|โครงการ : โครงการพัฒนาด้านสังคม|งบดำเนินงาน|433200
66|จังหวัดเพชรบูรณ์|จังหวัดและกลุ่มจังหวัด|จังหวัดเพชรบูรณ์|แผนงานยุทธศาสตร์ส่งเสริมการพัฒนาจังหวัดและกลุ่มจังหวัดแบบบูรณาการ|โครงการ : โครงการพัฒนาด้านสังคม|งบลงทุน|62500000
66|จังหวัดเพชรบูรณ์|จังหวัดและกลุ่มจังหวัด|จังหวัดเพชรบูรณ์|แผนงานยุทธศาสตร์ส่งเสริมการพัฒนาจังหวัดและกลุ่มจังหวัดแบบบูรณาการ|โครงการ : โครงการพัฒนาด้านสังคม|งบรายจ่ายอื่น|10000000
66|จังหวัดเพชรบูรณ์|องค์กรปกครองส่วนท้องถิ่น|เทศบาลเมืองเพชรบูรณ์|แผนงานยุทธศาสตร์ส่งเสริมการกระจายอำนาจให้แก่องค์กรปกครองส่วนท้องถิ่น|ผลผลิต : ผลผลิตการจัดบริการสาธารณะ|งบอุดหนุน|187040900
66|จังหวัดเพชรบูรณ์|องค์กรปกครองส่วนท้องถิ่น|องค์การบริหารส่วนจังหวัดเพชรบูรณ์|แผนงานยุทธศาสตร์ส่งเสริมการกระจายอำนาจให้แก่องค์กรปกครองส่วนท้องถิ่น|ผลผลิต : ผลผลิตการจัดบริการสาธารณะ|งบอุดหนุน|270776700
66|จังหวัดเพชรบูรณ์|องค์กรปกครองส่วนท้องถิ่น|เทศบาลเมืองหล่มสัก|แผนงานยุทธศาสตร์ส่งเสริมการกระจายอำนาจให้แก่องค์กรปกครองส่วนท้องถิ่น|ผลผลิต : ผลผลิตการจัดบริการสาธารณะ|งบอุดหนุน|156641600
66|จังหวัดเพชรบูรณ์|องค์กรปกครองส่วนท้องถิ่น|เทศบาลเมืองวิเชียรบุรี|แผนงานยุทธศาสตร์ส่งเสริมการกระจายอำนาจให้แก่องค์กรปกครองส่วนท้องถิ่น|ผลผลิต : ผลผลิตการจัดบริการสาธารณะ|งบอุดหนุน|73796900
66|จังหวัดนครราชสีมา|สำนักนายกรัฐมนตรี|ราชวิทยาลัยจุฬาภรณ์|แผนงานยุทธศาสตร์พัฒนาศักยภาพคนตลอดช่วงชีวิต|โครงการ : โครงการผลิตบุคลากรด้านวิทยาศาสตร์สุขภาพ|งบอุดหนุน|222975400
66|จังหวัดนครราชสีมา|สำนักนายกรัฐมนตรี|ราชวิทยาลัยจุฬาภรณ์|แผนงานยุทธศาสตร์เสริมสร้างให้คนมีสุขภาวะที่ดี|โครงการ : โครงการการให้บริการรักษาพยาบาลและส่งเสริมสุขภาพเพื่อการศึกษา|งบอุดหนุน|12674300
66|จังหวัดนครราชสีมา|กระทรวงกลาโหม|กองทัพบก|แผนงานพื้นฐานด้านความมั่นคง|ผลผลิต : การดำรงสภาพความพร้อมในการป้องกันประเทศ|งบลงทุน|161124000
66|จังหวัดนครราชสีมา|กระทรวงกลาโหม|กองทัพอากาศ|แผนงานพื้นฐานด้านความมั่นคง|ผลผลิต : การดำรงสภาพความพร้อมในการป้องกันประเทศ|งบลงทุน|54523000
66|จังหวัดนครราชสีมา|กระทรวงกลาโหม|กองบัญชาการกองทัพไทย|แผนงานยุทธศาสตร์พัฒนาศักยภาพการป้องกันประเทศ และความพร้อมเผชิญภัยคุกคามทุกมิติ|โครงการ : โครงการพัฒนาศักยภาพด้านการพัฒนาประเทศและการช่วยเหลือประชาชน|งบลงทุน|10686600
66|จังหวัดนครราชสีมา|กระทรวงการคลัง|กรมสรรพากร|แผนงานยุทธศาสตร์พัฒนาบริการประชาชนและการพัฒนาประสิทธิภาพภาครัฐ|ผลผลิต : การจัดเก็บภาษีสรรพากร|งบลงทุน|1358000
66|จังหวัดนครราชสีมา|กระทรวงการคลัง|กรมสรรพากร|แผนงานยุทธศาสตร์พัฒนาบริการประชาชนและการพัฒนาประสิทธิภาพภาครัฐ|ผลผลิต : การจัดเก็บภาษีสรรพากร|งบลงทุน|14276600
66|จังหวัดนครราชสีมา|กระทรวงการท่องเที่ยวและกีฬา|สำนักงานปลัดกระทรวงการท่องเที่ยวและกีฬา|แผนงานพื้นฐานด้านการพัฒนาและเสริมสร้างศักยภาพทรัพยากรมนุษย์|ผลผลิต : นโยบาย แผน และงานด้านการกีฬา|งบดำเนินงาน|195500
66|จังหวัดนครราชสีมา|กระทรวงการท่องเที่ยวและกีฬา|สำนักงานปลัดกระทรวงการท่องเที่ยวและกีฬา|แผนงานพื้นฐานด้านการพัฒนาและเสริมสร้างศักยภาพทรัพยากรมนุษย์|ผลผลิต : นโยบาย แผน และงานด้านการกีฬา|งบลงทุน|210700
66|จังหวัดนครราชสีมา|กระทรวงการพัฒนาสังคมและความมั่นคงของมนุษย์|สำนักงานปลัดกระทรวงการพัฒนาสังคมและความมั่นคงของมนุษย์|แผนงานยุทธศาสตร์จัดการปัญหาแรงงานต่างด้าวและการค้ามนุษย์|โครงการ : โครงการต่อต้านการค้ามนุษย์|งบลงทุน|1063400
66|จังหวัดนครราชสีมา|กระทรวงการพัฒนาสังคมและความมั่นคงของมนุษย์|กรมพัฒนาสังคมและสวัสดิการ|แผนงานยุทธศาสตร์มาตรการแบบเจาะจงกลุ่มเป้าหมายเพื่อแก้ปัญหาเฉพาะกลุ่ม|โครงการ : โครงการส่งเสริมและพัฒนาคุณภาพชีวิตประชากรกลุ่มเป้าหมายพิเศษในพื้นที่|งบลงทุน|133800
